Geo_Point;Geo Shape;gares_id;nom_long;nom;nom_sous;nom_sur;id_ref_lda;nom_lda;id_ref_zdl;nom_zdl;num_mod;mode;fer;train;rer;metro;tramway;navette;val;terfer;tertrain;terrer;termetro;tertram;ternavette;terval;idrefliga;idrefligc;ligne;indice_lig;res_com;exploitant;idf;principal;x;y;picto ligne;nom_iv
48.532890102323265, 2.290082513840396;"{""coordinates"": [2.290082513840396, 48.532890102323265], ""type"": ""Point""}";101;Bouray;Bouray;;;59830;Bouray;47905;Bouray;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1;0;647587.8337;6826086.019;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Bouray
48.78031379547602, 2.312307716888594;"{""coordinates"": [2.312307716888594, 48.78031379547602], ""type"": ""Point""}";102;Bourg-la-Reine;Bourg-la-Reine;;;70033;Bourg-la-Reine;43097;Bourg-la-Reine;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01857;C01743;RER B;B;RER B;RATP;1;0;649468.2085;6853577.977;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;Bourg-la-Reine
48.43449061194127, 2.376672818506991;"{""coordinates"": [2.376672818506991, 48.43449061194127], ""type"": ""Point""}";106;Boutigny;Boutigny;;;59565;Boutigny;47895;Boutigny;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;C01728;RER D;D;RER D;SNCF;1;0;653894.1827;6815094.288;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54;Boutigny
48.75102327419874, 2.21586085735165;"{""coordinates"": [2.21586085735165, 48.75102327419874], ""type"": ""Point""}";73;Bièvres;Bièvres;;;63404;Bièvres;43091;Bièvres;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1;0;642349.1489;6850387.489;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Bièvres
48.79889249915973, 2.328136923064751;"{""coordinates"": [2.328136923064751, 48.79889249915973], ""type"": ""Point""}";22;Arcueil-Cachan;Arcueil-Cachan;;;70263;Arcueil - Cachan;43067;Arcueil - Cachan;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01857;C01743;RER B;B;RER B;RATP;1;0;650648.8903;6855633.625;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;Arcueil-Cachan
48.58600788987864, 2.2410700809029738;"{""coordinates"": [2.241070080902974, 48.58600788987864], ""type"": ""Point""}";26;Arpajon;Arpajon;;;60072;Arpajon;43068;Arpajon;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1;0;644026.1786;6832024.337;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Arpajon
48.93219600504133, 2.495513142584314;"{""coordinates"": [2.495513142584314, 48.93219600504133], ""type"": ""Point""}";37;Aulnay-sous-Bois;Aulnay-sous-Bois;;;72646;Aulnay-sous-Bois;43071;Aulnay-sous-Bois;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01857;C01743;RER B;B;RER B;SNCF;1;1;663037.8693;6870364.551;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;Aulnay-sous-Bois
49.0704623625224, 2.1753042099461597;"{""coordinates"": [2.17530420994616, 49.0704623625224], ""type"": ""Point""}";39;Auvers-sur-Oise;Auvers-sur-Oise;;;67027;Auvers-sur-Oise;47918;Auvers-sur-Oise;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01849;C01737;TRAIN H;H;TRAIN H;SNCF;1;0;639738.4698;6885937.758;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79;Auvers-sur-Oise
48.88268104574893, 2.854315926463896;"{""coordinates"": [2.854315926463896, 48.88268104574893], ""type"": ""Point""}";215;Couilly-Saint-Germain-Quincy;Couilly-Saint-Germain-Quincy;;;68505;Couilly - Saint-Germain - Quincy;47327;Couilly - Saint-Germain - Quincy;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01844;C01730;TRAIN P;P;TRAIN P;SNCF;1;0;689315.971;6864750.261;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3216a7aca01ab7c67110982329e4a82e;Couilly-Saint-Germain-Quincy
48.53373283305578, 2.0087718138734374;"{""coordinates"": [2.008771813873437, 48.53373283305578], ""type"": ""Point""}";240;Dourdan;Dourdan;;;59836;Dourdan;43121;Dourdan;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1;0;626821.1896;6826403.41;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Dourdan
49.055101759569936, 2.1227359082735706;"{""coordinates"": [2.122735908273571, 49.055101759569936], ""type"": ""Point""}";260;Épluches;Épluches;;;66915;Epluches;47596;Gare Épluches;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01849;C01737;TRAIN H;H;TRAIN H;SNCF;1;0;635878.4138;6884270.909;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79;Épluches
48.96334411183752, 1.8090945087737835;"{""coordinates"": [1.809094508773784, 48.96334411183752], ""type"": ""Point""}";261;Épône-Mézières;Épône-Mézières;;;65326;Épône - Mézières;47882;Épône - Mézières;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01847;C01736;TRAIN N;N;TRAIN N;SNCF;1;0;612801.1351;6874367.855;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/6c2116392b125e3a2f6d9d754db243a8;Épône-Mézières
48.980646099505464, 2.272084772747632;"{""coordinates"": [2.272084772747632, 48.980646099505464], ""type"": ""Point""}";265;Ermont-Eaubonne;Ermont-Eaubonne;;;65669;Ermont - Eaubonne;47898;Ermont - Eaubonne;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1;1;646718.0509;6875879.97;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Ermont-Eaubonne
48.564949494749506, 2.594551816007613;"{""coordinates"": [2.594551816007613, 48.564949494749506], ""type"": ""Point""}";135;Cesson;Cesson;;;62176;Cesson;42516;Cesson;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;C01728;RER D;D;RER D;SNCF;1;0;670084.3833;6829491.124;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54;Cesson
48.970366933028934, 2.0275187756771844;"{""coordinates"": [2.027518775677184, 48.970366933028934], ""type"": ""Point""}";147;Chanteloup-les-Vignes;Chanteloup-les-Vignes;;;65443;Chanteloup-les-Vignes;47929;Chanteloup-les-Vignes;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01852;C01739;TRAIN J;J;TRAIN J;SNCF;1;0;628803.0189;6874929.688;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751;Chanteloup-les-Vignes
48.87414408209379, 2.583331158055108;"{""coordinates"": [2.583331158055108, 48.87414408209379], ""type"": ""Point""}";178;Chelles-Gournay;Chelles-Gournay;;;68407;Chelles - Gournay;58879;Chelles - Gournay;0;RER;1;0;1;0;0;0;0;0;0;RER E;0;0;0;0;A01843;C01729;RER E;E;RER E;SNCF;1;1;669437.8836;6863871.754;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/528f29b53fa23aaf2d4c4f0b14c0bf87;Chelles-Gournay
48.9239186256397, 2.2593457030521495;"{""coordinates"": [2.25934570305215, 48.9239186256397], ""type"": ""Point""}";194;Colombes;Colombes;;;72244;Colombes;43113;Colombes;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01852;C01739;TRAIN J;J;TRAIN J;SNCF;1;0;645726.4329;6869580.553;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751;Colombes
48.99663008974351, 2.0977739884634667;"{""coordinates"": [2.097773988463467, 48.99663008974351], ""type"": ""Point""}";205;Conflans-Sainte-Honorine;Conflans-Sainte-Honorine;;;66095;Conflans Sainte-Honorine;47447;Conflans-Sainte-Honorine;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01852;C01739;TRAIN J;J;TRAIN J;SNCF;1;0;633979.6592;6877789.113;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751;Conflans-Sainte-Honorine
48.815229933795415, 2.340891132444595;"{""coordinates"": [2.340891132444595, 48.815229933795415], ""type"": ""Point""}";327;Gentilly;Gentilly;;;70543;Gentilly;45877;Gentilly;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01857;C01743;RER B;B;RER B;RATP;1;0;651600.8804;6857442.227;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;Gentilly
48.83828254508147, 2.187110711095019;"{""coordinates"": [2.187110711095019, 48.83828254508147], ""type"": ""Point""}";304;Garches-Marnes-la-Coquette;Garches-Marnes-la-Coquette;;;70713;Garches - Marnes-la-Coquette;47770;Garches - Marnes-la-Coquette;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A02176;C01740;TRAIN L;L;TRAIN L;SNCF;1;0;640335.3564;6860110.611;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/954a47388dc356e3473289e5f47d0270;Garches-Marnes-la-Coquette
48.90307291418722, 2.8102482207300614;"{""coordinates"": [2.810248220730061, 48.90307291418722], ""type"": ""Point""}";267;Esbly;Esbly;;;68653;Esbly;47322;Esbly;0;TRAIN;1;1;0;0;0;0;0;0;TRAIN P;0;0;0;0;0;A01844;C01730;TRAIN P;P;TRAIN P;SNCF;1;1;686089.6334;6867024.668;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3216a7aca01ab7c67110982329e4a82e;Esbly
48.41637703208496, 2.7266615330816726;"{""coordinates"": [2.726661533081673, 48.41637703208496], ""type"": ""Point""}";284;Fontainebleau Avon;Fontainebleau Avon;Château;;61579;Fontainebleau - Avon;47911;Fontainebleau - Avon;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01845;C01731;TRAIN R;R;TRAIN R;SNCF;1;1;679774.7573;6812933.897;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/4ddabed87b80181debb386c00af5d5bb;Fontainebleau Avon
48.99841539228113, 3.007953055749719;"{""coordinates"": [3.007953055749719, 48.99841539228113], ""type"": ""Point""}";364;Isles-Armentières-Congis;Isles-Armentières-Congis;;;69162;Isles - Armentières - Congis;47484;Isles - Armentières - Congis;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01844;C01730;TRAIN P;P;TRAIN P;SNCF;1;0;700581.9571;6877610.506;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3216a7aca01ab7c67110982329e4a82e;Isles-Armentières-Congis
48.97929224762391, 1.7839734077298488;"{""coordinates"": [1.783973407729849, 48.97929224762391], ""type"": ""Point""}";365;Issou-Porcheville;Issou-Porcheville;;;65668;Issou - Porcheville;46975;Gare d'Issou;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01852;C01739;TRAIN J;J;TRAIN J;SNCF;1;0;610989.2074;6876169.219;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751;Issou-Porcheville
48.92435387874027, 2.386388291064693;"{""coordinates"": [2.386388291064693, 48.92435387874027], ""type"": ""Point""}";34;La Courneuve-Aubervilliers;La Courneuve-Aubervilliers;;;72598;La Courneuve - Aubervilliers;43140;La Courneuve - Aubervilliers;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01857;C01743;RER B;B;RER B;SNCF;1;0;655036.0121;6869549.121;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;La Courneuve-Aubervilliers
48.56559386190041, 2.2909244684897176;"{""coordinates"": [2.290924468489718, 48.56559386190041], ""type"": ""Point""}";518;Marolles-en-Hurepoix;Marolles-en-Hurepoix;;;59948;Marolles-en-Hurepoix;43159;Marolles-en-Hurepoix;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1;0;647682.6387;6829720.856;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Marolles-en-Hurepoix
48.90955319882464, 1.8568555169228915;"{""coordinates"": [1.856855516922892, 48.90955319882464], ""type"": ""Point""}";526;Maule;Maule;;;64674;Maule;46886;Maule;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01847;C01736;TRAIN N;N;TRAIN N;SNCF;1;0;616211.3827;6868335.079;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/6c2116392b125e3a2f6d9d754db243a8;Maule
48.986638843800144, 2.059569496216215;"{""coordinates"": [2.059569496216215, 48.986638843800144], ""type"": ""Point""}";527;Maurecourt;Maurecourt;;;65827;Maurecourt;43160;Maurecourt;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01852;C01739;TRAIN J;J;TRAIN J;SNCF;1;0;631170.9441;6876710.696;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751;Maurecourt
49.05804781084602, 2.1912447591919113;"{""coordinates"": [2.191244759191911, 49.05804781084602], ""type"": ""Point""}";537;Méry-sur-Oise;Méry-sur-Oise;;;66934;Méry-sur-Oise;47582;Méry-sur-Oise;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01849;C01737;TRAIN H;H;TRAIN H;SNCF;1;0;640889.0828;6884545.079;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79;Méry-sur-Oise
48.37952610326314, 2.9425234127023705;"{""coordinates"": [2.94252341270237, 48.37952610326314], ""type"": ""Point""}";554;Montereau;Montereau;;;61414;Montereau;47910;Montereau;0;TRAIN;1;1;0;0;0;0;0;0;TRAIN R;0;0;0;0;0;A01845;C01731;TRAIN R;R;TRAIN R;SNCF;1;1;695744.1222;6808804.356;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/4ddabed87b80181debb386c00af5d5bb;Montereau
48.80829658771052, 2.334354309639648;"{""coordinates"": [2.334354309639648, 48.80829658771052], ""type"": ""Point""}";403;Laplace;Laplace;;;70427;Laplace;43607;Laplace;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01857;C01743;RER B;B;RER B;RATP;1;0;651114.3866;6856675.358;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;Laplace
48.705403923864324, 2.192734884806757;"{""coordinates"": [2.192734884806757, 48.705403923864324], ""type"": ""Point""}";429;Le Guichet;Le Guichet;;;63025;Le Guichet;43232;Le Guichet;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01857;C01743;RER B;B;RER B;RATP;1;0;640597.1051;6845332.816;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;Le Guichet
48.913636862135725, 2.257326023785208;"{""coordinates"": [2.257326023785208, 48.913636862135725], ""type"": ""Point""}";455;Les Vallées;Les Vallées;;;72177;Les Vallées;47969;Les Vallées;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A02176;C01740;TRAIN L;L;TRAIN L;SNCF;1;0;645567.686;6868438.648;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/954a47388dc356e3473289e5f47d0270;Les Vallées
48.97342490629481, 2.514360285533493;"{""coordinates"": [2.514360285533493, 48.97342490629481], ""type"": ""Point""}";621;Parc des Expositions;Parc des Expositions;;;73568;Parc des Expositions;47878;Parc des Expositions;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01857;C01743;RER B;B;RER B;SNCF;1;0;664446.919;6874940.659;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;Parc des Expositions
48.895125890413844, 2.195363986912901;"{""coordinates"": [2.195363986912901, 48.895125890413844], ""type"": ""Point""}";580;Nanterre-Ville;Nanterre-Ville;;;70940;Nanterre Ville;43171;Nanterre Ville;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01856;C01742;RER A;A;RER A;RATP;1;0;641005.5193;6866424.833;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a;Nanterre-Ville
48.8342888979753, 2.471681242571033;"{""coordinates"": [2.471681242571033, 48.8342888979753], ""type"": ""Point""}";594;Nogent-sur-Marne;Nogent-sur-Marne;;;71590;Nogent-sur-Marne;47886;Nogent-sur-Marne;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01856;C01742;RER A;A;RER A;RATP;1;0;661218.966;6859489.168;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a;Nogent-sur-Marne
48.896652450223385, 2.458363412015992;"{""coordinates"": [2.458363412015992, 48.896652450223385], ""type"": ""Point""}";599;Noisy-le-Sec;Noisy-le-Sec;;;72041;Noisy-le-Sec;44201;Noisy-le-Sec;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01843;C01729;RER E;E;RER E;SNCF;1;0;660288.9577;6866430.2;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/528f29b53fa23aaf2d4c4f0b14c0bf87;Noisy-le-Sec
48.83191618339766, 1.9444017580668456;"{""coordinates"": [1.944401758066846, 48.83191618339766], ""type"": ""Point""}";657;Plaisir-Grignon;Plaisir-Grignon;;;64199;Plaisir - Grignon;47885;Plaisir - Grignon;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01847;C01736;TRAIN N;N;TRAIN N;SNCF;1;1;622512.4224;6859613.55;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/6c2116392b125e3a2f6d9d754db243a8;Plaisir-Grignon
49.046645761720754, 2.0951950672259683;"{""coordinates"": [2.095195067225968, 49.046645761720754], ""type"": ""Point""}";676;Pontoise;Pontoise;;;66816;Pontoise;44411;Pontoise;0;RER;1;0;1;0;0;0;0;0;0;RER C;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1;1;633854.6907;6883353.252;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Pontoise
49.046645761720754, 2.0951950672259683;"{""coordinates"": [2.095195067225968, 49.046645761720754], ""type"": ""Point""}";677;Pontoise;Pontoise;;;66816;Pontoise;44411;Pontoise;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01852;C01739;TRAIN J;J;TRAIN J;SNCF;1;1;633854.6907;6883353.252;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751;Pontoise
48.79652818025473, 2.152378660253372;"{""coordinates"": [2.152378660253372, 48.79652818025473], ""type"": ""Point""}";679;Porchefontaine;Porchefontaine;;;63886;Porchefontaine;43183;Porchefontaine;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1;0;637736.3447;6855494.969;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Porchefontaine
49.06296967767687, 2.057902989161613;"{""coordinates"": [2.057902989161613, 49.06296967767687], ""type"": ""Point""}";613;Osny;Osny;;;66977;Osny;51494;Osny;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01852;C01739;TRAIN J;J;TRAIN J;SNCF;1;0;631150.2587;6885200.478;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751;Osny
49.03398763535105, 2.1282638739236726;"{""coordinates"": [2.128263873923673, 49.03398763535105], ""type"": ""Point""}";960;Saint-Ouen-l'Aumône-Liesse;Saint-Ouen-l'Aumône-Liesse;;;66659;Saint-Ouen-l'Aumône Liesse;43150;Saint-Ouen-l'Aumône Liesse;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1;0;636256.5279;6881918.381;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Saint-Ouen-l'Aumône-Liesse
48.97098803346417, 2.263830527175666;"{""coordinates"": [2.263830527175666, 48.97098803346417], ""type"": ""Point""}";782;Sannois;Sannois;;;65441;Sannois;43189;Sannois;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01852;C01739;TRAIN J;J;TRAIN J;SNCF;1;0;646103.8607;6874811.571;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751;Sannois
48.18093685484902, 2.736249842909681;"{""coordinates"": [2.736249842909681, 48.18093685484902], ""type"": ""Point""}";804;Souppes-Château-Landon;Souppes-Château-Landon;;;61094;Souppes - Château-Landon;47118;Souppes - Château-Landon;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01845;C01731;TRAIN R;R;TRAIN R;SNCF;1;0;680396.8204;6786763.701;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/4ddabed87b80181debb386c00af5d5bb;Souppes-Château-Landon
48.7717079060433, 2.5074826457143136;"{""coordinates"": [2.507482645714314, 48.7717079060433], ""type"": ""Point""}";841;Sucy-Bonneuil;Sucy-Bonneuil;;;72929;Sucy - Bonneuil;58792;Sucy - Bonneuil;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01856;C01742;RER A;A;RER A;RATP;1;0;663803.5173;6852513.954;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a;Sucy-Bonneuil
48.87171419023579, 2.2210295504311297;"{""coordinates"": [2.22102955043113, 48.87171419023579], ""type"": ""Point""}";931;Suresnes-Mont-Valérien;Suresnes-Mont-Valérien;;;70829;Suresnes Mont Valérien;43205;Suresnes Mont Valérien;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01855;C01741;TRAIN U;U;TRAIN U;SNCF;1;0;642861.5291;6863802.763;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/ad17c1cb67aaae07b61e7288ce4008c8;Suresnes-Mont-Valérien
48.87171419023579, 2.2210295504311297;"{""coordinates"": [2.22102955043113, 48.87171419023579], ""type"": ""Point""}";843;Suresnes-Mont-Valérien;Suresnes-Mont-Valérien;;;70829;Suresnes Mont Valérien;43205;Suresnes Mont Valérien;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A02176;C01740;TRAIN L;L;TRAIN L;SNCF;1;0;642861.5291;6863802.763;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/954a47388dc356e3473289e5f47d0270;Suresnes-Mont-Valérien
49.024960793892625, 2.2223226926705846;"{""coordinates"": [2.222322692670585, 49.024960793892625], ""type"": ""Point""}";847;Taverny;Taverny;;;66557;Taverny;43206;Taverny;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01849;C01737;TRAIN H;H;TRAIN H;SNCF;1;0;643124.2154;6880842.695;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79;Taverny
48.795654820491116, 2.65038766844115;"{""coordinates"": [2.65038766844115, 48.795654820491116], ""type"": ""Point""}";964;Roissy-en-Brie;Roissy-en-Brie;;;67839;Roissy-en-Brie;46568;Roissy-en-Brie;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01843;C01729;RER E;E;RER E;SNCF;1;0;674317.7147;6855120.529;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/528f29b53fa23aaf2d4c4f0b14c0bf87;Roissy-en-Brie
48.882527923614305, 2.4812134576834284;"{""coordinates"": [2.481213457683428, 48.882527923614305], ""type"": ""Point""}";747;Rosny-Bois-Perrier;Rosny-Bois-Perrier;;;426280;Rosny Bois Perrier;42356;Rosny Bois Perrier;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01843;C01729;RER E;E;RER E;SNCF;1;0;661953.9055;6864848.361;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/528f29b53fa23aaf2d4c4f0b14c0bf87;Rosny-Bois-Perrier
48.84610294772017, 2.217621080890434;"{""coordinates"": [2.217621080890434, 48.84610294772017], ""type"": ""Point""}";929;Saint-Cloud;Saint-Cloud;;;73749;Saint-Cloud;43196;Saint-Cloud;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01855;C01741;TRAIN U;U;TRAIN U;SNCF;1;1;642583.305;6860957.526;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/ad17c1cb67aaae07b61e7288ce4008c8;Saint-Cloud
