Geo_Point;Geo Shape;gares_id;nom_long;nom;nom_sous;nom_sur;id_ref_lda;nom_lda;id_ref_zdl;nom_zdl;num_mod;mode;fer;train;rer;metro;tramway;navette;val;terfer;tertrain;terrer;termetro;tertram;ternavette;terval;idrefliga;idrefligc;ligne;indice_lig;res_com;exploitant;idf;principal;x;y;picto ligne;nom_iv
48.78198667157913, 2.180493750928926;"{""coordinates"": [2.180493750928926, 48.78198667157913], ""type"": ""Point""}";1177;L’Onde;L’Onde;Maison des Arts;;73918;L'Onde - Maison des Arts / Ravel;43501;L'Onde (Maison des Arts);0;TRAMWAY;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02149;C01794;TRAM 6;6;TRAM 6;RATP;1;0;639784.7373;6853856.408;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/7e2c2678c2250f7f2e96088e2529d697;L’Onde
48.80420493738209, 2.289057253599707;"{""coordinates"": [2.289057253599707, 48.80420493738209], ""type"": ""Point""}";1162;Centre de Châtillon;Centre de Châtillon;;;70362;Centre de Châtillon;59221;Centre de Châtillon;0;TRAMWAY;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02149;C01794;TRAM 6;6;TRAM 6;RATP;1;0;647783.7213;6856249.423;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/7e2c2678c2250f7f2e96088e2529d697;Centre de Châtillon
48.932051821792356, 2.3527019843863393;"{""coordinates"": [2.352701984386339, 48.932051821792356], ""type"": ""Point""}";1180;Pierre De Geyter;Pierre De Geyter;;;72292;Square de Geyter;50567;Square de Geyter;0;TRAMWAY;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02150;C01795;TRAM 8;8;TRAM 8;RATP;1;0;652574.6318;6870424.83;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/b865807abbd35de8ec5a834f5886d3de;Pierre De Geyter
48.93968870773788, 2.345207505927951;"{""coordinates"": [2.345207505927951, 48.93968870773788], ""type"": ""Point""}";1182;Paul Éluard;Paul Éluard;;;72335;Paul Éluard / Théâtre Gérard Philipe;46334;Paul Éluard;0;TRAMWAY;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02150;C01795;TRAM 8;8;TRAM 8;RATP;1;0;652032.5911;6871278.573;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/b865807abbd35de8ec5a834f5886d3de;Paul Éluard
48.908527016910185, 2.532287442185067;"{""coordinates"": [2.532287442185067, 48.908527016910185], ""type"": ""Point""}";1218;Léon Blum;Léon Blum;;;73362;Léon Blum;43430;Léon Blum;0;TRAMWAY;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01761;C01843;TRAM 4;4;TRAM 4;SNCF;1;0;665716.5813;6867715.984;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/7906e64f9ef97531ad26719b8713713e;Léon Blum
48.90091967973044, 2.556069026584472;"{""coordinates"": [2.556069026584472, 48.90091967973044], ""type"": ""Point""}";1223;Notre-Dame-des-Anges;Notre-Dame-des-Anges;;;477285;Notre-Dame-des-Anges;479060;Notre-Dame-des-Anges;0;TRAMWAY;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01761;C01843;TRAM 4;4;TRAM 4;SNCF;1;0;667455.0012;6866860;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/7906e64f9ef97531ad26719b8713713e;Notre-Dame-des-Anges
48.89792357203605, 2.5617143040426065;"{""coordinates"": [2.561714304042606, 48.89792357203605], ""type"": ""Point""}";1224;Arboretum;Arboretum;;;478648;Arboretum;478647;Arboretum;0;TRAMWAY;0;0;0;0;1;0;0;0;0;0;0;TRAM 4;0;0;A01761;C01843;TRAM 4;4;TRAM 4;SNCF;1;0;667867.0083;6866524.528;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/7906e64f9ef97531ad26719b8713713e;Arboretum
48.936389146141046, 2.363640702197924;"{""coordinates"": [2.363640702197924, 48.936389146141046], ""type"": ""Point""}";187;Cimetière de Saint-Denis;Cimetière de Saint-Denis;Sous-Préfecture;;72322;Cimetière de Saint-Denis;46327;Cimetière de Saint-Denis;0;TRAMWAY;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01191;C01389;TRAM 1;1;TRAM 1;RATP;1;0;653379.9447;6870900.622;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/dc9070ea3c17f6fad088a5ae8662c6d4;Cimetière de Saint-Denis
48.90041730314525, 2.4654604813583543;"{""coordinates"": [2.465460481358354, 48.90041730314525], ""type"": ""Point""}";972;Petit Noisy;Petit Noisy;;;72438;Petit Noisy;44325;Petit Noisy;0;TRAMWAY;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01191;C01389;TRAM 1;1;TRAM 1;RATP;1;0;660812.1179;6866845.293;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/dc9070ea3c17f6fad088a5ae8662c6d4;Petit Noisy
48.7807309682292, 2.2398320176249893;"{""coordinates"": [2.239832017624989, 48.7807309682292], ""type"": ""Point""}";1168;Pavé Blanc;Pavé Blanc;Parc Novéos;;70049;Pavé Blanc;44300;Pavé Blanc;0;TRAMWAY;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02149;C01794;TRAM 6;6;TRAM 6;RATP;1;0;644143.2802;6853673.183;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/7e2c2678c2250f7f2e96088e2529d697;Pavé Blanc
48.91778372433478, 2.4176910933379756;"{""coordinates"": [2.417691093337976, 48.91778372433478], ""type"": ""Point""}";243;Drancy-Avenir;Drancy-Avenir;;;72549;Clovis / Drancy - Avenir;42866;Drancy - Avenir;0;TRAMWAY;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01191;C01389;TRAM 1;1;TRAM 1;RATP;1;0;657324.3755;6868801.159;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/dc9070ea3c17f6fad088a5ae8662c6d4;Drancy-Avenir
48.82901050277354, 2.22531285326707;"{""coordinates"": [2.22531285326707, 48.82901050277354], ""type"": ""Point""}";575;Musée de Sèvres;Musée de Sèvres;;;70692;Musée de Sèvres;44189;Musée de Sèvres;0;TRAMWAY;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01192;C01390;TRAM 2;2;TRAM 2;RATP;1;0;643129.1196;6859051.49;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/6adc5920dae46cc3393723124d9e7886;Musée de Sèvres
48.902768024633616, 2.2395420349525788;"{""coordinates"": [2.239542034952579, 48.902768024633616], ""type"": ""Point""}";1087;Les Fauvelles;Les Fauvelles;;;72099;Les Fauvelles;43729;Les Fauvelles;0;TRAMWAY;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01192;C01390;TRAM 2;2;TRAM 2;RATP;1;0;644252.6561;6867242.493;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/6adc5920dae46cc3393723124d9e7886;Les Fauvelles
48.78496976234392, 2.2200095168565332;"{""coordinates"": [2.220009516856533, 48.78496976234392], ""type"": ""Point""}";1172;Vélizy 2;Vélizy 2;;;420144;Vélizy 2 (Nord) / Europe Nord;59053;Vélizy 2;0;TRAMWAY;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02149;C01794;TRAM 6;6;TRAM 6;RATP;1;0;642691.4361;6854158.667;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/7e2c2678c2250f7f2e96088e2529d697;Vélizy 2
48.86038127827736, 2.3148907300588806;"{""coordinates"": [2.314890730058881, 48.86038127827736], ""type"": ""Point""}";363;Invalides;Invalides;;;71274;Invalides;473381;Invalides (r. Esnault-Pelterie);0;METRO;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01541;C01378;METRO 8;8;METRO 8;RATP;1;0;649735.2475;6862478.808;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51;Invalides
49.01768620872899, 2.090181620991014;"{""coordinates"": [2.090181620991014, 49.01768620872899], ""type"": ""Point""}";263;Éragny-Neuville;Éragny-Neuville;;;66484;Éragny - Neuville;43079;Éragny - Neuville;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01852;C01739;TRAIN J;J;TRAIN J;SNCF;1;0;633451.093;6880136.994;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751;Éragny-Neuville
48.44267432506247, 2.7607175073524735;"{""coordinates"": [2.760717507352473, 48.44267432506247], ""type"": ""Point""}";347;Héricy;Héricy;;;61658;Héricy;47145;Héricy;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01845;C01731;TRAIN R;R;TRAIN R;SNCF;1;0;682303.5243;6815848.792;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/4ddabed87b80181debb386c00af5d5bb;Héricy
48.990313582981926, 2.2632853539998323;"{""coordinates"": [2.263285353999832, 48.990313582981926], ""type"": ""Point""}";264;Ermont-Halte;Ermont-Halte;;;65910;Ermont Halte;47920;Ermont Halte;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01849;C01737;TRAIN H;H;TRAIN H;SNCF;1;0;646084;6876961;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79;Ermont-Halte
48.58676705767594, 1.5926685170022563;"{""coordinates"": [1.592668517002256, 48.58676705767594], ""type"": ""Point""}";1027;Maintenon;Maintenon;;;74349;Maintenon;59302;Maintenon;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;NR;NR;GL;GL;GL;SNCF;0;0;596209.6236;6832764.683;;Maintenon
48.198362341376935, 3.2673712003347655;"{""coordinates"": [3.267371200334765, 48.198362341376935], ""type"": ""Point""}";1037;Sens;Sens;;;411453;Sens;411452;Sens;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;NR;NR;GL;GL;GL;SNCF;0;0;719865.7545;6788701.195;;Sens
48.085368309535625, 3.2866533026544835;"{""coordinates"": [3.286653302654484, 48.085368309535625], ""type"": ""Point""}";1042;Villeneuve-sur-Yonne;Villeneuve-sur-Yonne;;;411477;Villeneuve-sur-Yonne;411476;Villeneuve-sur-Yonne;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;NR;NR;GL;GL;GL;SNCF;0;0;721344;6776149;;Villeneuve-sur-Yonne
48.731179692780145, 1.3704666816488706;"{""coordinates"": [1.370466681648871, 48.731179692780145], ""type"": ""Point""}";1047;Dreux;Dreux;;;411493;Dreux;411492;Dreux;0;TRAIN;1;1;0;0;0;0;0;0;TRAIN N;0;0;0;0;0;A01847;C01736;TRAIN N;N;TRAIN N;SNCF;0;0;580155.7614;6849131.597;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/6c2116392b125e3a2f6d9d754db243a8;Dreux
49.17961925675541, 3.1206923972407514;"{""coordinates"": [3.120692397240751, 49.17961925675541], ""type"": ""Point""}";1067;La Ferté-Milon;La Ferté-Milon;;;411373;La Ferté-Milon;411372;La Ferté-Milon;0;TRAIN;1;1;0;0;0;0;0;0;TRAIN P;0;0;0;0;0;A01844;C01730;TRAIN P;P;TRAIN P;SNCF;0;0;708800.7411;6897770.569;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3216a7aca01ab7c67110982329e4a82e;La Ferté-Milon
48.62590139399501, 2.430155386011357;"{""coordinates"": [2.430155386011357, 48.62590139399501], ""type"": ""Point""}";277;Évry Courcouronnes;Évry Courcouronnes;Centre;;60450;Évry - Courcouronnes;47906;Évry - Courcouronnes;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;C01728;RER D;D;RER D;SNCF;1;0;658003.6258;6836341.884;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54;Évry Courcouronnes
48.48737309367815, 2.7504830973688126;"{""coordinates"": [2.750483097368813, 48.48737309367815], ""type"": ""Point""}";285;Fontaine-le-Port;Fontaine-le-Port;;;61767;Fontaine-le-Port;43123;Fontaine-le-Port;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01845;C01731;TRAIN R;R;TRAIN R;SNCF;1;0;681562.3271;6820819.759;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/4ddabed87b80181debb386c00af5d5bb;Fontaine-le-Port
48.6260363676726, 1.7732488494482237;"{""coordinates"": [1.773248849448224, 48.6260363676726], ""type"": ""Point""}";325;Gazeran;Gazeran;;;60454;Gazeran;46832;Gazeran;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;NR;NR;GL;GL;GL;SNCF;1;1;609594.0525;6836907.634;;Gazeran
48.48551429890115, 2.352193814586844;"{""coordinates"": [2.352193814586844, 48.48551429890115], ""type"": ""Point""}";396;La Ferté-Alais;La Ferté-Alais;;;59661;La Ferté-Alais;43142;La Ferté-Alais;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;C01728;RER D;D;RER D;SNCF;1;0;652130.1071;6820780.366;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54;La Ferté-Alais
48.979887166722975, 2.180342146911748;"{""coordinates"": [2.180342146911748, 48.979887166722975], ""type"": ""Point""}";398;La Frette-Montigny;La Frette-Montigny;;;65659;La Frette - Montigny;43143;La Frette - Montigny;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01852;C01739;TRAIN J;J;TRAIN J;SNCF;1;0;640002.0245;6875861.382;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751;La Frette-Montigny
47.973721137483345, 3.3933081022992417;"{""coordinates"": [3.393308102299242, 47.973721137483345], ""type"": ""Point""}";1045;Joigny;Joigny;;;411468;Joigny;411467;Joigny;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;NR;NR;GL;GL;GL;SNCF;0;0;729347.1803;6763776.64;;Joigny
48.87567210615994, 2.327842235259622;"{""coordinates"": [2.327842235259622, 48.87567210615994], ""type"": ""Point""}";769;Saint-Lazare;Saint-Lazare;;;73688;Gare Saint-Lazare;58718;Haussmann Saint-Lazare;0;METRO;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;C01382;METRO 12;12;METRO 12;RATP;1;1;650699.9171;6864170.862;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49;Saint-Lazare
48.85622809033533, 2.394675654792046;"{""coordinates"": [2.394675654792046, 48.85622809033533], ""type"": ""Point""}";11;Alexandre Dumas;Alexandre Dumas;;;71728;Alexandre Dumas;45196;Alexandre Dumas;0;METRO;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01535;C01372;METRO 2;2;METRO 2;RATP;1;0;655585.2053;6861969.177;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1;Alexandre Dumas
48.85778351366569, 2.434538451473474;"{""coordinates"": [2.434538451473474, 48.85778351366569], ""type"": ""Point""}";228;Croix de Chavaux;Croix de Chavaux;Jacques Duclos;;71756;Croix de Chavaux;42789;Croix de Chavaux;0;METRO;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;C01379;METRO 9;9;METRO 9;RATP;1;0;658511.2669;6862120.444;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a;Croix de Chavaux
48.83515253481994, 2.3585662563494667;"{""coordinates"": [2.358566256349467, 48.83515253481994], ""type"": ""Point""}";124;Campo Formio;Campo Formio;;;71063;Campo Formio;42426;Campo Formio;0;METRO;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01538;C01375;METRO 5;5;METRO 5;RATP;1;0;652916.7508;6859646.697;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273;Campo Formio
48.837099427302775, 2.2962313868033886;"{""coordinates"": [2.296231386803389, 48.837099427302775], ""type"": ""Point""}";206;Convention;Convention;;;71075;Convention;42751;Convention;0;METRO;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;C01382;METRO 12;12;METRO 12;RATP;1;0;648343.221;6859902.144;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49;Convention
48.89465585741259, 2.382160158371538;"{""coordinates"": [2.382160158371538, 48.89465585741259], ""type"": ""Point""}";209;Corentin Cariou;Corentin Cariou;;;72031;Corentin Cariou;45598;Corentin Cariou;0;METRO;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;C01377;METRO 7;7;METRO 7;RATP;1;0;654700.3515;6866249.207;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a;Corentin Cariou
48.881624028070014, 2.3702590567553905;"{""coordinates"": [2.370259056755391, 48.881624028070014], ""type"": ""Point""}";373;Jaurès;Jaurès;;;71940;Jaurès;43425;Jaurès;0;METRO;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01535;C01372;METRO 2;2;METRO 2;RATP;1;0;653816.2313;6864807.031;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1;Jaurès
48.84957521298872, 2.2986251271448745;"{""coordinates"": [2.298625127144875, 48.84957521298872], ""type"": ""Point""}";420;La Motte Picquet-Grenelle;La Motte Picquet-Grenelle;;;71199;La Motte Picquet - Grenelle;43566;La Motte Picquet - Grenelle;0;METRO;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01543;C01380;METRO 10;10;METRO 10;RATP;1;0;648531.2392;6861287.754;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049;La Motte Picquet-Grenelle
48.864978106956926, 2.3969128470866266;"{""coordinates"": [2.396912847086627, 48.864978106956926], ""type"": ""Point""}";301;Gambetta;Gambetta;;;71808;Gambetta;43055;Gambetta;0;METRO;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01536;C01373;METRO 3;3;METRO 3;RATP;1;0;655756.7839;6862940.854;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a;Gambetta
48.882225433007804, 2.3382334685046176;"{""coordinates"": [2.338233468504618, 48.882225433007804], ""type"": ""Point""}";647;Pigalle;Pigalle;;;71409;Pigalle;44345;Pigalle;0;METRO;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01535;C01372;METRO 2;2;METRO 2;RATP;1;0;651468.1616;6864893.111;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1;Pigalle
48.871692983649915, 2.338463081008744;"{""coordinates"": [2.338463081008744, 48.871692983649915], ""type"": ""Point""}";737;Richelieu-Drouot;Richelieu-Drouot;;;71330;Richelieu Drouot;44642;Richelieu Drouot;0;METRO;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01541;C01378;METRO 8;8;METRO 8;RATP;1;0;651475.1884;6863721.833;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51;Richelieu-Drouot
48.88355628924793, 2.333379672422159;"{""coordinates"": [2.333379672422159, 48.88355628924793], ""type"": ""Point""}";76;Blanche;Blanche;;;71420;Blanche;42337;Blanche;0;METRO;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01535;C01372;METRO 2;2;METRO 2;RATP;1;0;651113.4575;6865044.087;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1;Blanche
48.84241276943786, 2.259608472752572;"{""coordinates"": [2.259608472752572, 48.84241276943786], ""type"": ""Point""}";278;Exelmans;Exelmans;;;71124;Exelmans;42977;Exelmans;0;METRO;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;C01379;METRO 9;9;METRO 9;RATP;1;0;645660.7071;6860517.508;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a;Exelmans
48.8810944262455, 2.3147210047461946;"{""coordinates"": [2.314721004746195, 48.8810944262455], ""type"": ""Point""}";907;Villiers;Villiers;;;71403;Villiers;45056;Villiers;0;METRO;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01535;C01372;METRO 2;2;METRO 2;RATP;1;0;649742.7839;6864782.058;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1;Villiers
48.86943888073832, 2.3086074935262557;"{""coordinates"": [2.308607493526256, 48.86943888073832], ""type"": ""Point""}";293;Franklin D. Roosevelt;Franklin D. Roosevelt;;;71318;Franklin D. Roosevelt;43026;Franklin D. Roosevelt;0;METRO;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01534;C01371;METRO 1;1;METRO 1;RATP;1;0;649283.0925;6863489.956;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f99937fd31b1787d79e47d20b18f71c4;Franklin D. Roosevelt
48.84370073907134, 2.4101095555973178;"{""coordinates"": [2.410109555597318, 48.84370073907134], ""type"": ""Point""}";1099;Alexandra David-Néel;Alexandra David-Néel;;;71632;Alexandra David-Néel / Porte de Saint-Mandé;45215;Alexandra David-Néel;0;TRAMWAY;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01193;C01391;TRAM 3a;3A;TRAM 3a;RATP;1;0;656707.2179;6860567.674;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/503e55ae906ef2c635f866cebaf92614;Alexandra David-Néel
48.75454544301934, 2.411900230949817;"{""coordinates"": [2.411900230949817, 48.75454544301934], ""type"": ""Point""}";1245;Four-Peary;Four-Peary;;CHOISY-LE-ROI;69742;Four - Peary;479020;Four - Peary;0;TRAMWAY;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02371;C02317;TRAM 9;9;TRAM 9;KEOLIS;1;0;656764.8047;6850653.851;;Four-Peary
48.897549330878284, 2.3249055851394216;"{""coordinates"": [2.324905585139422, 48.897549330878284], ""type"": ""Point""}";1212;Épinettes - Pouchet;Épinettes - Pouchet;;;72052;Epinettes - Pouchet;45478;Epinettes - Pouchet;0;TRAMWAY;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01757;C01679;TRAM 3b;3B;TRAM 3b;RATP;1;0;650505.3291;6866605.315;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/39d54fc2c94b449e0465945c28663987;Épinettes - Pouchet
48.80348971800446, 2.3173602968975313;"{""coordinates"": [2.317360296897531, 48.80348971800446], ""type"": ""Point""}";1250;Bagneux - Lucie Aubrac;Bagneux - Lucie Aubrac;;;483315;Bagneux - Lucie Aubrac;483280;Bagneux - Lucie Aubrac;0;METRO;0;0;0;1;0;0;0;0;0;0;METRO 4;0;0;0;A01537;C01374;METRO 4;4;METRO 4;RATP;1;0;649861.7413;6856151.558;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb;Bagneux - Lucie Aubrac
48.8066169784458, 2.077227624843006;"{""coordinates"": [2.077227624843006, 48.8066169784458], ""type"": ""Point""}";1253;Les Portes de Saint-Cyr;Les Portes de Saint-Cyr;;;480952;Les Portes de Saint-Cyr;480937;Les Portes de Saint-Cyr;0;TRAMWAY;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02373;C02344;TRAM 13;13;TRAM 13;TRANSKEO;1;0;632229.3309;6856678.546;;Les Portes de Saint-Cyr
48.84130814594481, 2.0614519846135204;"{""coordinates"": [2.06145198461352, 48.84130814594481], ""type"": ""Point""}";1256;Noisy-le-Roi;Noisy-le-Roi;;;64246;Noisy-le-Roi;480939;Noisy-le-Roi;0;TRAMWAY;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02373;C02344;TRAM 13;13;TRAM 13;TRANSKEO;1;0;631116.6309;6860549.301;;Noisy-le-Roi
48.91391884984584, 2.0816759384228316;"{""coordinates"": [2.081675938422832, 48.91391884984584], ""type"": ""Point""}";1262;Camp des Loges;Camp des Loges;;;480927;Camp des Loges;480926;Camp des Loges;0;TRAMWAY;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02373;C02344;TRAM 13;13;TRAM 13;TRANSKEO;1;0;632694.7697;6868605.405;;Camp des Loges
48.81564572800231, 2.078833468689223;"{""coordinates"": [2.078833468689223, 48.81564572800231], ""type"": ""Point""}";1254;Allée Royale;Allée Royale;Château de Versailles;;64049;Allée Royale;480935;Allée Royale;0;TRAMWAY;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02373;C02344;TRAM 13;13;TRAM 13;TRANSKEO;1;0;632358.9739;6857681.012;;Allée Royale
48.7255353039401, 2.4195650243879325;"{""coordinates"": [2.419565024387933, 48.7255353039401], ""type"": ""Point""}";3;Ablon;Ablon;;;69554;Ablon;46387;Ablon;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1;0;657304.576;6847424.318;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Ablon
48.9467969411594, 2.2578974840274197;"{""coordinates"": [2.25789748402742, 48.9467969411594], ""type"": ""Point""}";24;Argenteuil;Argenteuil;;;65063;Argenteuil;47875;Argenteuil;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01852;C01739;TRAIN J;J;TRAIN J;SNCF;1;1;645644.2235;6872125.575;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751;Argenteuil
